views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
1019,0,244,2018-02-10,2018-10-12,468,0,TH,0
2972,1,266,2018-01-18,2018-10-11,469,0,EN,1
1279,0,266,2018-01-19,2018-10-12,470,0,EN,1
3870,1,243,2018-02-02,2018-10-03,471,0,EN,1
1527,0,181,2018-04-14,2018-10-12,472,0,EN,0
1356,0,258,2018-01-27,2018-10-12,473,0,EN,1
2825,0,248,2018-02-06,2018-10-12,474,0,EN,1
1381,1,217,2018-03-08,2018-10-11,475,0,EN,1
1039,0,254,2018-01-23,2018-10-04,476,0,EN,1
25530,1,200,2018-03-26,2018-10-12,477,0,EN,1
1698,0,223,2018-03-02,2018-10-11,478,0,EN,1
2240,1,208,2018-03-18,2018-10-12,479,0,EN,1
3363,0,216,2018-03-09,2018-10-11,480,0,ES,1
8235,0,269,2018-01-16,2018-10-12,481,0,EN,1
1289,1,238,2018-02-13,2018-10-09,482,0,EN,0
1317,1,226,2018-02-21,2018-10-05,483,0,EN,1
451,1,187,2018-04-07,2018-10-11,484,0,EN,1
6861,0,272,2018-01-10,2018-10-09,485,0,KO,1
944,0,153,2018-03-06,2018-08-06,486,0,EN,1
656,1,203,2018-02-23,2018-09-14,487,0,EN,0
6894,0,265,2018-01-20,2018-10-12,488,0,EN,1
1251,1,204,2018-01-29,2018-08-21,489,0,EN,1
1830,1,241,2018-01-31,2018-09-29,490,0,EN,1
1995,0,175,2018-04-06,2018-09-28,491,0,EN,1
3280,0,204,2018-03-22,2018-10-12,492,0,EN,1
3419,0,222,2018-03-04,2018-10-12,493,0,EN,1
6411,1,174,2018-04-21,2018-10-12,494,0,EN,1
2956,1,220,2018-03-04,2018-10-10,495,0,EN,1
763,0,275,2018-01-08,2018-10-10,496,0,EN,1
9482,0,196,2018-03-28,2018-10-10,497,0,RU,1
399,0,282,2018-01-01,2018-10-10,498,0,EN,0
916,1,270,2018-01-05,2018-10-02,499,0,EN,1
4389,0,221,2018-03-02,2018-10-09,500,0,EN,1
11605,0,253,2018-01-31,2018-10-11,501,0,KO,1
3249,0,269,2018-01-16,2018-10-12,502,0,PT,1
11350,0,234,2018-02-20,2018-10-12,503,0,FR,1
6214,1,280,2018-01-04,2018-10-11,504,0,EN,1
11582,0,248,2018-02-06,2018-10-12,505,0,KO,1
1519,0,243,2018-02-06,2018-10-07,506,0,EN,0
8996,1,261,2018-01-24,2018-10-12,507,0,EN,1
46533,0,196,2018-03-30,2018-10-12,508,0,EN,1
89853,1,178,2018-04-17,2018-10-12,509,0,ES,1
3293,0,226,2018-02-15,2018-09-29,510,0,EN,0
35209,1,274,2018-01-11,2018-10-12,511,0,EN,1
762,1,169,2018-04-15,2018-10-01,512,0,EN,1
4214,0,175,2018-04-20,2018-10-12,513,0,EN,1
1708,0,244,2018-02-10,2018-10-12,514,0,EN,0
1915,1,219,2018-03-01,2018-10-06,515,0,NO,1
12132,1,211,2018-03-15,2018-10-12,516,0,EN,1
266815,1,266,2018-01-19,2018-10-12,517,0,EN,0
2237,1,212,2018-03-12,2018-10-10,518,0,EN,0
908,0,177,2018-03-26,2018-09-19,519,0,EN,0
8573,0,283,2018-01-02,2018-10-12,520,0,EN,1
7855,0,225,2018-02-24,2018-10-07,521,0,TH,1
686,0,161,2018-03-23,2018-08-31,522,0,EN,0
241,0,241,2018-02-10,2018-10-09,523,0,EN,0
335,0,188,2018-04-07,2018-10-12,524,0,EN,1
3600,0,222,2018-03-01,2018-10-09,525,0,PT,0
1311,0,204,2018-02-26,2018-09-18,526,0,DE,1
3353,1,284,2018-01-01,2018-10-12,527,0,EN,1
246,0,179,2018-03-24,2018-09-19,528,0,EN,1
781,1,198,2018-03-24,2018-10-08,529,0,EN,1
9857,0,220,2018-03-06,2018-10-12,530,0,EN,1
1417,0,189,2018-03-17,2018-09-22,531,0,EN,1
2060,1,229,2018-02-25,2018-10-12,532,0,DE,0
61407,1,270,2018-01-03,2018-09-30,533,0,EN,1
1030,0,194,2018-03-28,2018-10-08,534,0,EN,0
1804,0,238,2018-02-13,2018-10-09,535,0,FR,0
9548,0,194,2018-03-27,2018-10-07,536,0,EN,1
423,0,251,2018-01-29,2018-10-07,537,0,EN,0
365,1,207,2018-03-08,2018-10-01,538,0,EN,1
1150,0,151,2018-04-11,2018-09-09,539,0,EN,1
150,1,239,2018-01-19,2018-09-15,540,0,EN,0
1365,1,229,2018-01-16,2018-09-02,541,0,EN,1
1283,1,156,2018-04-24,2018-09-27,542,0,EN,1
2895,0,180,2018-04-15,2018-10-12,543,0,EN,1
4861,0,268,2018-01-16,2018-10-11,544,0,ES,1
29515,0,258,2018-01-27,2018-10-12,545,0,PT,1
80194,0,188,2018-04-07,2018-10-12,546,0,ES,0
28801,0,280,2018-01-05,2018-10-12,547,0,EN,1
883,1,225,2018-02-28,2018-10-11,548,0,IT,0
793,0,255,2018-01-30,2018-10-12,549,0,NL,0
12937,0,236,2018-02-18,2018-10-12,550,0,RU,0
1490,1,277,2018-01-07,2018-10-11,551,0,EN,0
1949,1,155,2018-02-13,2018-07-18,552,0,EN,1
1685,0,216,2018-03-10,2018-10-12,553,0,FR,0
771,1,211,2018-03-14,2018-10-11,554,0,EN,1
4736,1,241,2018-02-13,2018-10-12,555,0,EN,1
476,0,193,2018-03-08,2018-09-17,556,0,EN,0
9803,0,259,2018-01-26,2018-10-12,557,0,EN,1
1333,1,254,2018-01-28,2018-10-09,558,0,EN,0
2867,0,247,2018-02-07,2018-10-12,559,0,EN,0
8176,1,247,2018-02-07,2018-10-12,560,0,EN,1
2639,1,244,2018-02-09,2018-10-11,561,0,EN,1
3031,1,267,2018-01-18,2018-10-12,562,0,EN,0
5420,1,277,2018-01-07,2018-10-11,563,0,FR,1
3236,1,284,2018-01-01,2018-10-12,564,0,EN,1
2711,0,201,2018-03-25,2018-10-12,565,0,EN,1
1375,1,201,2018-03-24,2018-10-11,566,0,EN,0
2204,0,275,2018-01-03,2018-10-05,567,0,EN,1
27269,1,254,2018-01-31,2018-10-12,568,0,EN,1
234,1,254,2018-01-26,2018-10-07,569,0,EN,0
3357,0,277,2018-01-08,2018-10-12,570,0,EN,1
6490,1,210,2018-03-05,2018-10-01,571,0,EN,1
261232,1,226,2018-02-28,2018-10-12,572,0,EN,0
280,1,262,2018-01-23,2018-10-12,573,0,DE,1
18546,0,269,2018-01-16,2018-10-12,574,0,EN,1
1548,0,168,2018-04-27,2018-10-12,575,0,FR,0
31010,1,241,2018-02-12,2018-10-11,576,0,EN,1
1620,0,272,2018-01-12,2018-10-11,577,0,EN,1
581,0,172,2018-04-13,2018-10-02,578,0,EN,0
2123,0,218,2018-02-21,2018-09-27,579,0,EN,1
2205,0,244,2018-01-06,2018-09-07,580,0,EN,1
2439,0,225,2018-02-28,2018-10-11,581,0,EN,1
2677,0,279,2018-01-05,2018-10-11,582,0,EN,1
1467,1,238,2018-02-12,2018-10-08,583,0,EN,1
596,0,252,2018-02-01,2018-10-11,584,0,EN,0
1231,0,153,2018-04-29,2018-09-29,585,0,EN,1
1577,1,187,2018-04-07,2018-10-11,586,0,EN,1
10429,1,281,2018-01-02,2018-10-10,587,0,EN,1
452,1,218,2018-03-06,2018-10-10,588,0,EN,0
1721,0,184,2018-04-10,2018-10-11,589,0,EN,1
1805,0,259,2018-01-26,2018-10-12,590,0,FR,1
2344,0,194,2018-03-12,2018-09-22,591,0,EN,0
4275,1,258,2018-01-27,2018-10-12,592,0,EN,1
1648,0,203,2018-03-19,2018-10-08,593,0,EN,0
2080,1,245,2018-02-09,2018-10-12,594,0,PT,0
1643,0,148,2018-04-12,2018-09-07,595,0,FR,1
15406,1,189,2018-04-06,2018-10-12,596,0,EN,1
334,0,183,2018-04-10,2018-10-10,597,0,EN,0
536,0,189,2018-03-30,2018-10-05,598,0,EN,1
4139,1,266,2018-01-08,2018-10-01,599,0,EN,1
13027,1,215,2018-03-11,2018-10-12,600,0,EN,1
21398,0,198,2018-03-28,2018-10-12,601,0,EN,1
77,0,194,2018-04-01,2018-10-12,602,0,ES,0
7566,0,205,2018-03-20,2018-10-11,603,0,EN,1
4051,0,211,2018-03-14,2018-10-11,604,0,KO,1
7440,0,232,2018-02-20,2018-10-10,605,0,KO,1
17260,0,209,2018-03-17,2018-10-12,606,0,EN,1
649,1,202,2018-02-07,2018-08-28,607,0,EN,0
3440,1,210,2018-03-16,2018-10-12,608,0,EN,1
1085,1,124,2018-05-04,2018-09-05,609,0,EN,1
4644,1,198,2018-03-28,2018-10-12,610,0,EN,1
2291,0,175,2018-04-20,2018-10-12,611,0,EN,1
915,1,211,2018-03-09,2018-10-06,612,0,EN,1
12958,1,253,2018-02-01,2018-10-12,613,0,EN,1
7927,0,257,2018-01-28,2018-10-12,614,0,EN,1
821,1,253,2018-02-01,2018-10-12,615,0,EN,1
5046,0,180,2018-03-22,2018-09-18,616,0,EN,1
1003,0,254,2018-01-27,2018-10-08,617,0,EN,1
650,0,153,2018-05-06,2018-10-06,618,0,EN,1
859,0,181,2018-03-09,2018-09-06,619,0,EN,1
32701,1,269,2018-01-15,2018-10-11,620,0,RU,1
8402,1,224,2018-03-02,2018-10-12,621,0,EN,1
1185,0,172,2018-04-23,2018-10-12,622,0,EN,1
3358,1,211,2018-03-15,2018-10-12,623,0,EN,1
1108,1,263,2018-01-22,2018-10-12,624,0,EN,1
3651,0,277,2018-01-05,2018-10-09,625,0,EN,1
5575,0,280,2018-01-05,2018-10-12,626,0,EN,1
3359,1,222,2018-03-03,2018-10-11,627,0,EN,0
1423,0,177,2018-04-18,2018-10-12,628,0,EN,1
829,1,198,2018-03-02,2018-09-16,629,0,EN,0
1751,0,255,2018-01-30,2018-10-12,630,0,EN,1
120,1,131,2018-04-17,2018-08-26,631,0,EN,0
16055,0,284,2018-01-01,2018-10-12,632,0,FR,1
9501,1,205,2018-03-21,2018-10-12,633,0,EN,1
66480,0,249,2018-02-05,2018-10-12,634,0,EN,1
354,0,212,2018-03-10,2018-10-08,635,0,ES,0
17945,0,167,2018-04-28,2018-10-12,636,0,EN,1
7198,1,252,2018-01-28,2018-10-07,637,0,EN,1
110,1,256,2018-01-16,2018-09-29,638,0,EN,0
11095,1,217,2018-03-09,2018-10-12,639,0,EN,0
8729,1,170,2018-04-24,2018-10-11,640,0,EN,1
160,1,185,2018-04-08,2018-10-10,641,0,EN,0
2083,0,182,2018-04-11,2018-10-10,642,0,EN,1
2986,0,281,2018-01-04,2018-10-12,643,0,EN,1
1122,0,237,2018-02-17,2018-10-12,644,0,FR,0
104830,1,281,2018-01-04,2018-10-12,645,0,EN,1
2986,0,242,2018-02-12,2018-10-12,646,0,EN,1
2322,0,277,2018-01-07,2018-10-11,647,0,EN,0
22257,0,244,2018-02-10,2018-10-12,648,0,KO,1
329,1,209,2018-03-13,2018-10-08,649,0,EN,0
129535,0,266,2018-01-19,2018-10-12,650,0,PT,1
6437,0,270,2018-01-15,2018-10-12,651,0,EN,1
83656,1,264,2018-01-21,2018-10-12,652,0,FR,1
921,1,280,2018-01-04,2018-10-11,653,0,EN,1
88498,0,216,2018-03-10,2018-10-12,654,0,JA,0
35510,0,261,2018-01-24,2018-10-12,655,0,EN,1
3344,1,270,2018-01-15,2018-10-12,656,0,ES,0
3035,1,136,2018-03-31,2018-08-14,657,0,EN,1
2179,0,175,2018-04-20,2018-10-12,658,0,EN,1
1214,1,236,2018-02-18,2018-10-12,659,0,EN,0
785,1,200,2018-03-26,2018-10-12,660,0,EN,0
16045,1,275,2018-01-10,2018-10-12,661,0,EN,1
826,0,148,2018-03-31,2018-08-26,662,0,EN,1
2208,1,269,2018-01-15,2018-10-11,663,0,EN,1
2583,0,238,2018-02-10,2018-10-06,664,0,ES,1
3558,0,231,2018-02-12,2018-10-01,665,0,EN,1
9442,1,257,2018-01-28,2018-10-12,666,0,EN,1
1710,0,275,2018-01-10,2018-10-12,667,0,EN,1
2801,0,214,2018-03-12,2018-10-12,668,0,EN,1
691,0,190,2018-02-10,2018-08-19,669,0,EN,1
5766,1,273,2018-01-12,2018-10-12,670,0,EN,1
3880,1,216,2018-03-10,2018-10-12,671,0,EN,1
22179,1,255,2018-01-30,2018-10-12,672,0,EN,1
3170,0,227,2018-02-18,2018-10-03,673,0,EN,1
3046,1,267,2018-01-12,2018-10-06,674,0,RU,1
2260,0,261,2018-01-24,2018-10-12,675,0,FR,1
1240,0,168,2018-04-27,2018-10-12,676,0,EN,1
4785,1,260,2018-01-24,2018-10-11,677,0,EN,1
1607,1,199,2018-03-23,2018-10-08,678,0,EN,1
4435,1,164,2018-04-06,2018-09-17,679,0,EN,1
6774,0,271,2018-01-14,2018-10-12,680,0,EN,1
2342,1,233,2018-02-20,2018-10-11,681,0,EN,1
678,0,218,2018-03-02,2018-10-06,682,0,EN,0
3073,0,233,2018-02-21,2018-10-12,683,0,EN,1
1035,0,192,2018-03-12,2018-09-20,684,0,EN,0
463,1,116,2018-03-28,2018-07-22,685,0,EN,0
3602,1,248,2018-02-05,2018-10-11,686,0,EN,1
4839,1,243,2018-01-19,2018-09-19,687,0,ES,1
1653,1,241,2018-02-13,2018-10-12,688,0,EN,1
2197,1,201,2018-03-25,2018-10-12,689,0,EN,1
6536,0,212,2018-03-14,2018-10-12,690,0,ES,0
4256,1,276,2018-01-08,2018-10-11,691,0,EN,1
1906,1,191,2018-04-03,2018-10-11,692,0,EN,1
1183,1,238,2018-02-07,2018-10-03,693,0,EN,1
4722,1,242,2018-01-26,2018-09-25,694,0,EN,1
14102,1,216,2018-03-05,2018-10-07,695,0,IT,1
10071,1,211,2018-03-15,2018-10-12,696,0,IT,1
38916,1,194,2018-04-01,2018-10-12,697,0,EN,1
4358,1,253,2018-02-01,2018-10-12,698,0,EN,1
2982,1,264,2018-01-18,2018-10-09,699,0,EN,1
148,0,187,2018-04-05,2018-10-09,700,0,EN,0
273,0,138,2018-01-03,2018-05-21,701,1,IT,0
7395,1,265,2018-01-20,2018-10-12,702,0,EN,1
2022,1,218,2018-03-07,2018-10-11,703,0,EN,1
1589,1,225,2018-03-01,2018-10-12,704,0,EN,1
11081,0,278,2018-01-07,2018-10-12,705,0,EN,1
4186,1,183,2018-04-10,2018-10-10,706,0,EN,1
1022,0,270,2018-01-14,2018-10-11,707,0,FR,0
1502,1,280,2018-01-05,2018-10-12,708,0,EN,1
3878,1,220,2018-03-01,2018-10-07,709,0,EN,1
136,0,208,2018-03-01,2018-09-25,710,0,EN,0
1559,0,185,2018-04-10,2018-10-12,711,0,EN,1
3424,0,219,2018-03-07,2018-10-12,712,0,EN,1
1838,1,171,2018-04-19,2018-10-07,713,0,EN,1
662,0,248,2018-01-31,2018-10-06,714,0,EN,0
9272,1,243,2018-02-11,2018-10-12,715,0,EN,1
3074,1,275,2018-01-10,2018-10-12,716,0,DE,1
929,0,222,2018-03-03,2018-10-11,717,0,EN,0
564,0,121,2018-04-15,2018-08-14,718,0,EN,1
5430,0,205,2018-03-21,2018-10-12,719,0,FR,0
11457,1,244,2018-02-10,2018-10-12,720,0,EN,1
894,1,151,2018-03-27,2018-08-25,721,0,EN,1
2915,1,276,2018-01-09,2018-10-12,722,0,EN,1
2021,1,208,2018-03-18,2018-10-12,723,0,EN,0
1428,0,189,2018-03-31,2018-10-06,724,0,EN,0
1932,1,267,2018-01-18,2018-10-12,725,0,EN,1
647,1,272,2018-01-11,2018-10-10,726,0,EN,1
201,0,71,2018-03-23,2018-06-02,727,1,EN,0
891,0,224,2018-03-01,2018-10-11,728,0,EN,1
1816,1,239,2018-01-10,2018-09-06,729,0,EN,0
4238,1,276,2018-01-08,2018-10-11,730,0,EN,1
993,1,274,2018-01-11,2018-10-12,731,0,IT,0
1473,1,222,2018-03-04,2018-10-12,732,0,EN,1
5198,0,181,2018-03-26,2018-09-23,733,0,EN,1
6843,1,276,2018-01-09,2018-10-12,734,0,EN,1
205,1,211,2018-02-06,2018-09-05,735,0,EN,0
664,1,245,2018-02-09,2018-10-12,736,0,EN,1
3812,1,239,2018-02-15,2018-10-12,737,0,EN,1
2025,1,248,2018-02-02,2018-10-08,738,0,EN,1
7762,1,235,2018-02-12,2018-10-05,739,0,EN,1
4336,0,258,2018-01-24,2018-10-09,740,0,EN,1
32941,0,150,2018-04-23,2018-09-20,741,0,EN,1
19,0,101,2018-02-15,2018-05-27,742,1,EN,0
7280,1,267,2018-01-18,2018-10-12,743,0,EN,1
569,1,231,2018-02-23,2018-10-12,744,0,EN,0
2009,0,263,2018-01-18,2018-10-08,745,0,EN,1
1290,1,157,2018-03-28,2018-09-01,746,0,EN,0
2435,1,209,2018-03-14,2018-10-09,747,0,EN,1
1535,1,193,2018-03-29,2018-10-08,748,0,EN,0
2177,1,192,2018-04-02,2018-10-11,749,0,EN,1
7584,1,246,2018-02-06,2018-10-10,750,0,EN,0
9682,1,251,2018-01-16,2018-09-24,751,0,EN,1
1118,0,182,2018-04-01,2018-09-30,752,0,ES,1
918,1,243,2018-02-09,2018-10-10,753,0,EN,1
4683,0,210,2018-03-15,2018-10-11,754,0,FR,1
1938,0,278,2018-01-04,2018-10-09,755,0,PT,1
21511,0,260,2018-01-25,2018-10-12,756,0,EN,1
2292,0,165,2018-04-10,2018-09-22,757,0,EN,1
2102,0,216,2018-03-10,2018-10-12,758,0,EN,1
2132,0,263,2018-01-19,2018-10-09,759,0,EN,1
6,0,98,2018-05-02,2018-08-08,760,0,EN,0
1000,0,174,2018-03-20,2018-09-10,761,0,EN,0
2685,1,256,2018-01-29,2018-10-12,762,0,EN,1
533,1,188,2018-03-18,2018-09-22,763,0,EN,0
2343,1,171,2018-04-23,2018-10-11,764,0,EN,1
1163,1,254,2018-01-31,2018-10-12,765,0,EN,1
7479,1,245,2018-02-06,2018-10-09,766,0,EN,1
772,1,232,2018-02-19,2018-10-09,767,0,EN,1
8606,1,269,2018-01-10,2018-10-06,768,0,EN,1
488,1,188,2018-04-01,2018-10-06,769,0,EN,0
12330,1,282,2018-01-03,2018-10-12,770,0,EN,1
1124,0,255,2018-01-30,2018-10-12,771,0,EN,1
1410,0,270,2018-01-07,2018-10-04,772,0,FR,0
3311,1,181,2018-04-14,2018-10-12,773,0,EN,1
334,0,153,2018-05-01,2018-10-01,774,0,EN,0
2388,1,228,2018-02-22,2018-10-08,775,0,EN,1
3145,1,268,2018-01-17,2018-10-12,776,0,DE,1
57338,1,249,2018-02-05,2018-10-12,777,0,EN,1
572,1,197,2018-02-28,2018-09-13,778,0,EN,1
5573,1,272,2018-01-13,2018-10-12,779,0,EN,1
1106,0,227,2018-02-18,2018-10-03,780,0,EN,1
420,0,210,2018-03-15,2018-10-11,781,0,EN,0
15832,1,195,2018-03-31,2018-10-12,782,0,EN,1
15300,1,261,2018-01-24,2018-10-12,783,0,EN,1
1365,0,220,2018-02-24,2018-10-02,784,0,EN,1
946,0,226,2018-02-28,2018-10-12,785,0,EN,0
930,0,225,2018-02-02,2018-09-15,786,0,EN,1
2627,0,248,2018-02-06,2018-10-12,787,0,DE,0
1919,0,200,2018-03-26,2018-10-12,788,0,EN,1
2310,0,186,2018-04-09,2018-10-12,789,0,EN,1
1167,0,247,2018-01-31,2018-10-05,790,0,EN,1
6149,1,208,2018-03-18,2018-10-12,791,0,EN,1
11864,1,282,2018-01-02,2018-10-11,792,0,EN,1
1499,1,262,2018-01-23,2018-10-12,793,0,PT,0
242,0,142,2018-02-17,2018-07-09,794,1,EN,0
3200,1,268,2018-01-17,2018-10-12,795,0,EN,1
3452,1,251,2018-02-03,2018-10-12,796,0,EN,1
86505,1,238,2018-02-16,2018-10-12,797,0,EN,1
2420,1,246,2018-02-08,2018-10-12,798,0,EN,1
1783,1,241,2018-01-31,2018-09-29,799,0,EN,1
46950,0,189,2018-04-06,2018-10-12,800,0,ES,1
673,0,261,2018-01-19,2018-10-07,801,0,EN,0
4249,1,187,2018-04-02,2018-10-06,802,0,EN,1
2521,1,141,2018-04-24,2018-09-12,803,0,EN,1
1161,0,246,2018-01-30,2018-10-03,804,0,DE,0
3224,1,270,2018-01-15,2018-10-12,805,0,EN,1
2894,1,277,2018-01-05,2018-10-09,806,0,EN,1
8871,0,209,2018-03-17,2018-10-12,807,0,EN,1
1218,1,256,2018-01-05,2018-09-18,808,0,EN,0
13279,1,179,2018-04-16,2018-10-12,809,0,EN,1
15826,1,196,2018-03-28,2018-10-10,810,0,EN,1
3794,1,199,2018-03-21,2018-10-06,811,0,EN,1
495,0,244,2018-01-28,2018-09-29,812,0,EN,0
13551,1,206,2018-03-20,2018-10-12,813,0,EN,1
327,0,227,2018-02-14,2018-09-29,814,0,EN,1
64,1,219,2018-03-01,2018-10-06,815,0,EN,0
707,0,278,2018-01-07,2018-10-12,816,0,EN,0
4005,1,275,2018-01-10,2018-10-12,817,0,EN,1
1266,0,265,2018-01-10,2018-10-02,818,0,EN,0
215,0,229,2018-02-24,2018-10-11,819,0,ES,0
10517,0,249,2018-02-05,2018-10-12,820,0,EN,1
3640,1,199,2018-03-27,2018-10-12,821,0,EN,1
22478,0,273,2018-01-12,2018-10-12,822,0,PT,1
3433,1,249,2018-02-05,2018-10-12,823,0,EN,1
1529,0,243,2018-02-10,2018-10-11,824,0,EN,0
21991,1,273,2018-01-10,2018-10-10,825,0,EN,1
163,0,219,2018-02-27,2018-10-04,826,0,EN,0
57,0,113,2018-02-11,2018-06-04,827,1,DE,0
3516,1,261,2018-01-22,2018-10-10,828,0,EN,1
2206,0,205,2018-03-21,2018-10-12,829,0,EN,0
1968,1,162,2018-04-18,2018-09-27,830,0,EN,1
41293,1,229,2018-02-25,2018-10-12,831,0,EN,1
6670,1,241,2018-02-13,2018-10-12,832,0,EN,1
2560,0,246,2018-02-08,2018-10-12,833,0,ES,1
340,0,36,2018-03-27,2018-05-02,834,1,EN,0
1427,1,278,2018-01-01,2018-10-06,835,0,EN,1
8448,1,254,2018-01-31,2018-10-12,836,0,EN,1
4951,0,221,2018-03-05,2018-10-12,837,0,EN,1
22507,1,244,2018-02-10,2018-10-12,838,0,EN,1
9411,1,229,2018-02-25,2018-10-12,839,0,EN,1
2152,0,233,2018-02-18,2018-10-09,840,0,KO,0
1298,0,222,2018-03-01,2018-10-09,841,0,KO,1
772,0,211,2018-03-15,2018-10-12,842,0,EN,0
6750,1,247,2018-02-06,2018-10-11,843,0,EN,1
248,1,273,2018-01-12,2018-10-12,844,0,EN,1
1054,1,263,2018-01-22,2018-10-12,845,0,EN,1
629,1,271,2018-01-11,2018-10-09,846,0,EN,0
327,0,183,2018-03-05,2018-09-04,847,0,EN,0
1011,0,197,2018-03-29,2018-10-12,848,0,EN,0
24916,1,199,2018-03-27,2018-10-12,849,0,EN,1
4537,1,281,2018-01-04,2018-10-12,850,0,EN,0
501,1,254,2018-01-31,2018-10-12,851,0,EN,1
666,1,213,2018-03-12,2018-10-11,852,0,EN,1
3629,0,279,2018-01-06,2018-10-12,853,0,IT,1
5163,0,182,2018-04-12,2018-10-11,854,0,EN,1
1309,0,193,2018-04-02,2018-10-12,855,0,EN,0
2092,0,198,2018-03-24,2018-10-08,856,0,EN,1
5941,0,256,2018-01-24,2018-10-07,857,0,EN,1
3466,1,193,2018-04-02,2018-10-12,858,0,EN,1
12847,0,223,2018-03-03,2018-10-12,859,0,EN,1
5904,1,205,2018-03-21,2018-10-12,860,0,EN,1
3281,1,214,2018-03-06,2018-10-06,861,0,EN,1
1677,1,261,2018-01-05,2018-09-23,862,0,EN,1
6484,1,235,2018-02-11,2018-10-04,863,0,EN,1
4038,1,256,2018-01-29,2018-10-12,864,0,EN,1
3219,0,279,2018-01-02,2018-10-08,865,0,EN,1
1537,1,263,2018-01-18,2018-10-08,866,0,EN,1
16544,0,216,2018-03-09,2018-10-11,867,0,EN,1
3514,0,241,2018-02-12,2018-10-11,868,0,EN,1
6117,0,261,2018-01-19,2018-10-07,869,0,EN,1
5589,0,264,2018-01-21,2018-10-12,870,0,EN,1
4391,0,194,2018-04-01,2018-10-12,871,0,PT,1
288,0,232,2018-02-16,2018-10-06,872,0,EN,0
828,0,213,2018-03-13,2018-10-12,873,0,EN,1
100305,0,262,2018-01-23,2018-10-12,874,0,EN,0
1578,0,269,2018-01-05,2018-10-01,875,0,EN,1
3407,0,272,2018-01-13,2018-10-12,876,0,ES,1
1622,0,180,2018-03-31,2018-09-27,877,0,OTHER,1
5032,1,252,2018-02-02,2018-10-12,878,0,EN,1
908,1,172,2018-03-29,2018-09-17,879,0,EN,1
479,0,232,2018-02-18,2018-10-08,880,0,EN,0
446,0,228,2018-02-09,2018-09-25,881,0,ES,0
2139,1,216,2018-03-10,2018-10-12,882,0,EN,1
2185,1,234,2018-02-20,2018-10-12,883,0,EN,1
100308,0,265,2018-01-20,2018-10-12,884,0,EN,1
4325,1,198,2018-03-22,2018-10-06,885,0,EN,1
2911,0,215,2018-03-11,2018-10-12,886,0,EN,1
4488,0,150,2018-04-27,2018-09-24,887,0,PT,1
17174,1,175,2018-04-20,2018-10-12,888,0,EN,1
5345,1,188,2018-04-06,2018-10-11,889,0,EN,1
1674,0,269,2018-01-16,2018-10-12,890,0,RU,0
7091,0,200,2018-03-26,2018-10-12,891,0,EN,1
7814,1,262,2018-01-23,2018-10-12,892,0,EN,1
6037,0,284,2018-01-01,2018-10-12,893,0,EN,1
1470,0,275,2018-01-10,2018-10-12,894,0,EN,0
359,0,203,2018-03-14,2018-10-03,895,0,EN,0
719,0,220,2018-02-03,2018-09-11,896,0,EN,0
2234,0,224,2018-03-02,2018-10-12,897,0,EN,0
711,0,232,2018-02-19,2018-10-09,898,0,EN,0
5106,1,194,2018-04-01,2018-10-12,899,0,EN,1
231,0,254,2018-01-31,2018-10-12,900,0,EN,0
1420,1,255,2018-01-26,2018-10-08,901,0,EN,1
2691,0,203,2018-03-21,2018-10-10,902,0,EN,1
4886,1,201,2018-03-24,2018-10-11,903,0,EN,1
76,0,148,2018-05-03,2018-09-28,904,0,EN,0
1425,0,178,2018-04-16,2018-10-11,905,0,EN,1
4702,0,246,2018-01-24,2018-09-27,906,0,EN,1
250,0,207,2018-03-02,2018-09-25,907,0,EN,0
5052,0,165,2018-04-30,2018-10-12,908,0,ES,1
76471,1,227,2018-02-27,2018-10-12,909,0,EN,1
2720,0,208,2018-03-11,2018-10-05,910,0,EN,1
695,0,194,2018-04-01,2018-10-12,911,0,EN,0
1632,1,209,2018-03-17,2018-10-12,912,0,EN,1
4884,1,199,2018-03-26,2018-10-11,913,0,EN,1
1899,0,277,2018-01-07,2018-10-11,914,0,IT,0
3687,1,246,2018-02-06,2018-10-10,915,0,EN,0
301,1,87,2018-03-01,2018-05-27,916,1,FR,0
5506,1,282,2018-01-03,2018-10-12,917,0,EN,1
1391,0,182,2018-03-13,2018-09-11,918,0,EN,1
376,0,188,2018-04-07,2018-10-12,919,0,EN,0
4711,1,259,2018-01-26,2018-10-12,920,0,EN,1
2525,1,264,2018-01-21,2018-10-12,921,0,EN,1
379,1,211,2018-02-18,2018-09-17,922,0,EN,0
41,1,100,2018-03-29,2018-07-07,923,1,EN,0
762,0,165,2018-04-30,2018-10-12,924,0,FR,0
7324,0,205,2018-03-21,2018-10-12,925,0,EN,1
2643,0,250,2018-02-01,2018-10-09,926,0,EN,1
1743,0,281,2018-01-04,2018-10-12,927,0,EN,1
585050,0,252,2018-02-02,2018-10-12,928,0,PT,0
4766,1,249,2018-02-05,2018-10-12,929,0,EN,1
1147,0,246,2018-01-11,2018-09-14,930,0,EN,1
326,0,241,2018-01-31,2018-09-29,931,0,EN,0
4536,1,271,2018-01-12,2018-10-10,932,0,DE,1
386,1,186,2018-02-24,2018-08-29,933,0,EN,0
4313,1,258,2018-01-27,2018-10-12,934,0,EN,1
2412,0,169,2018-04-20,2018-10-06,935,0,EN,1
