numeric_id_1,numeric_id_2
37161,104304
88486,60204
73464,46376
7094,2874
7094,156930
7094,87296
47744,24984
47744,112966
47744,130271
43075,86270
43075,42254
43075,124918
119646,112562
156930,86190
156930,149942
156930,124237
156930,87296
156930,108182
165713,150739
138635,137139
82867,85726
90333,149170
16637,71125
16637,92727
43360,26597
66626,33724
8717,85148
13608,87681
53812,53471
90700,162942
77168,82501
77168,16736
106830,118159
73981,25914
108670,37372
133387,44194
39905,165155
39905,108976
39905,113668
133359,3831
28197,6488
139826,65339
86270,78895
106453,51915
106453,77993
68465,166193
112924,111000
1845,165521
71810,55144
71810,112996
71810,19360
71810,71133
71810,158424
71810,59996
124714,137243
31636,12984
93748,67702
93748,135485
149170,94467
149170,52673
53471,46309
87681,105511
59865,142661
57128,127747
3992,72513
3992,18122
51615,127134
153909,18649
153909,109617
28370,52673
49555,17400
17400,44917
17400,57144
17400,167395
70670,62233
81764,139609
127003,75962
127003,60516
127003,165155
122364,142016
67645,16093
23571,52807
56896,80826
56896,113668
108976,113668
80826,127134
150739,153221
124237,87296
68349,57144
165155,55448
152529,43111
136032,85834
77993,70412
96242,75962
96242,167402
157263,161536
157263,50259
44069,5969
92431,67702
125181,130271
125181,34884
130271,34884
34884,90183
34884,89850
111445,29748
111445,93544
52862,151293
52862,5070
167851,153370
166193,39171
166193,163791
45219,121621
69473,1209
20916,148838
160630,71502
160630,17650
150419,44733
80340,55448
60516,144821
144821,16093
144821,154565
153252,1478
102259,107852
147298,41288
93860,88101
18122,72513
132745,43148
159701,61243
29042,49917
29042,108182
63368,149317
16556,2005
42180,90995
167576,20068
136255,25506
65339,42618
40611,148481
40611,73949
79204,52682
165811,47065
73049,20837
1478,67098
1478,106213
51915,70412
51915,101846
141686,18296
39373,14676
119756,52673
155159,106594
56341,64171
166457,7302
153370,54299
162955,37197
139016,26597
26597,25807
150821,122146
17823,96423
17823,90186
17823,141273
26085,58189
108182,44733
129842,39825
71502,141378
46453,101846
83804,95437
47623,151138
158851,70552
70552,87347
160550,85148
497,49442
154765,95819
154765,12121
63423,85440
137650,158952
61179,16736
77686,97214
126141,67702
37078,39556
25506,135630
77520,48082
110105,77514
57144,167395
167395,44917
145694,47365
160921,114040
5860,8348
85440,159929
85440,162521
108258,132541
48082,110365
158603,25837
87296,138842
140141,19362
140141,39968
77053,81720
166356,126407
166075,63876
160264,30687
44917,108030
24984,166846
656,87883
37575,88204
151571,87906
3831,61682
158118,25807
100834,49204
21777,157806
37008,11374
41169,167555
11866,158897
136657,80923
167807,67702
105511,145148
61682,82463
168045,82463
98741,159214
19886,21563
70014,149342
162828,101714
57722,68654
165797,96695
167965,73174
91007,56203
95610,127747
25054,28061
54335,92257
54335,11642
106594,154682
122146,153021
25837,127747
74783,117744
89850,71264
111896,11098
18649,143347
18649,109617
145906,54299
27093,41036
27093,89585
41036,89585
119539,17529
98540,78968
53013,62033
129284,84344
8071,158289
12212,86185
49884,113908
11642,92257
82648,157597
