"views","mature","life_time","created_at","updated_at","numeric_id","dead_account","language","affiliate","account_age","log_views","engagement_ratio","is_affiliated","language_group","degree","betweenness","closeness","eigenvector","views_per_lifetime"
6834,0,2365,15354,17719,28426,1,"EN",0,19954.8222916667,8.82981174915805,2.88964059196617,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.88964059196617
9104,1,1774,16037,17811,28446,0,"EN",1,19954.8143865741,9.11657899216171,5.13190529875986,1,"EN",2,0.000158031545475446,0.208362889677058,0.000199394389441715,5.13190529875986
7524,1,2719,15097,17816,28452,0,"EN",1,19954.8252662037,8.92598608961708,2.76719382125782,1,"EN",4,0.000210914208534982,0.245826542747655,0.00438540819047391,2.76719382125782
10920,0,2291,15521,17812,28534,0,"EN",1,19954.8203587963,9.29844282019773,4.7664775207333,1,"EN",5,4.28775854776734e-06,0.244984855800887,0.00553151797298377,4.7664775207333
6653,1,1997,15813,17810,28539,0,"EN",0,19954.8169791667,8.80297345657842,3.3314972458688,0,"EN",1,0,0.226621188126853,0.000812634733624371,3.3314972458688
3049,0,1676,16140,17816,28568,0,"FR",0,19954.8131944444,8.02289686960146,1.81921241050119,0,"FR",1,0,0.257616322008863,0.0110829809259696,1.81921241050119
35245,0,1799,16017,17816,28686,0,"EN",0,19954.8146180556,10.4701073266243,19.591439688716,0,"EN",23,0.000869270034034511,0.286513681400483,0.0217079326431089,19.591439688716
18209,0,1698,16118,17816,28695,0,"FR",1,19954.8134490741,9.80972617272165,10.7237926972909,1,"FR",8,0.000373144644227487,0.255950470075671,0.00557860119905703,10.7237926972909
19156,1,2019,15796,17815,28709,0,"EN",1,19954.8171759259,9.8604234630651,9.48786527984151,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,9.48786527984151
500,0,1451,16361,17812,28784,0,"EN",0,19954.8106365741,6.21660610108486,0.344589937973811,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.344589937973811
1109,1,1401,16137,17538,28786,1,"EN",0,19954.8132291667,7.01211529430638,0.79157744468237,0,"EN",2,6.88737173133938e-05,0.28451264274062,0.0316950707260874,0.79157744468237
32816,0,2234,15582,17816,28813,0,"NL",1,19954.8196527778,10.3987019527879,14.6893464637422,1,"OTHER",3,4.11507457332561e-06,0.228327128421225,0.00136631383752083,14.6893464637422
134851,0,2398,15418,17816,28814,0,"DE",0,19954.8215509259,11.8119331597519,56.2347789824854,0,"DE",4,1.49277368656754e-05,0.23491034598872,0.00115090407882542,56.2347789824854
2197,0,1490,16326,17816,28835,0,"EN",0,19954.8110416667,7.69530313496357,1.4744966442953,0,"EN",5,0.000163126115211123,0.249653321404607,0.00859755285939896,1.4744966442953
19454,0,3359,14457,17816,28844,0,"EN",1,19954.8326736111,9.87585938541865,5.79160464423936,1,"EN",4,1.45097250907898e-05,0.230400858688024,0.00166759550027739,5.79160464423936
406,1,1499,16313,17812,28912,0,"RU",0,19954.8111921296,6.00881318544259,0.270847231487658,0,"RU",0,0,0.242736604036186,1.73380508558426e-17,0.270847231487658
15795,0,820,16996,17816,28916,0,"TH",1,19954.803287037,9.66751202240654,19.2621951219512,1,"OTHER",4,1.85649928528098e-05,0.195208114725428,6.7917114210356e-05,19.2621951219512
1214,1,2788,15021,17809,28918,0,"EN",0,19954.8261458333,7.10249935577465,0.435437589670014,0,"EN",16,0.00122230275715498,0.319919747778733,0.0764207960977463,0.435437589670014
8738,1,2422,15390,17812,28921,0,"EN",1,19954.821875,9.07555104562754,3.60776218001652,1,"EN",7,0.000121474919034892,0.239888244143563,0.00277678511895653,3.60776218001652
85,0,683,16872,17555,28930,1,"NL",0,19954.8047222222,4.45434729625351,0.124450951683748,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,0.124450951683748
130,0,1277,16538,17815,28934,0,"EN",0,19954.808587963,4.87519732320115,0.101801096319499,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.101801096319499
899,1,421,17391,17812,28985,0,"EN",1,19954.7987152778,6.80239476332431,2.1353919239905,1,"EN",6,0.000374045819946044,0.275482501604225,0.0116924972699248,2.1353919239905
3085,0,2164,15647,17811,29019,0,"EN",0,19954.818900463,8.03463103292311,1.42560073937153,0,"EN",2,0.000158031545475446,0.231740231698709,0.00192783403670022,1.42560073937153
942,1,1983,15822,17805,29053,0,"EN",0,19954.816875,6.84906628263346,0.475037821482602,0,"EN",5,0.000139753224685972,0.300684230375519,0.0531689997649777,0.475037821482602
369,1,2345,15391,17736,29073,0,"EN",0,19954.8218634259,5.91350300563827,0.157356076759062,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.157356076759062
31166,1,1796,16020,17816,29083,0,"EN",1,19954.8145833333,10.3471151217386,17.3530066815145,1,"EN",1,0,0.199371271389276,0.000121319228836748,17.3530066815145
620220,0,1359,16457,17816,29092,0,"RU",0,19954.809525463,13.3378311451204,456.379690949227,0,"RU",1,0,0.18425831159827,4.00202813722819e-05,456.379690949227
1952,1,1037,16773,17810,29110,0,"EN",1,19954.8058680556,7.57712193087668,1.88235294117647,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.88235294117647
4310,1,1512,16302,17814,29135,0,"EN",1,19954.8113194444,8.36892517474713,2.8505291005291,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.8505291005291
6830,1,606,17210,17816,29155,0,"DE",1,19954.8008101852,8.82922635473185,11.2706270627063,1,"DE",3,0.000171285277730469,0.219949554662253,0.000458350903453915,11.2706270627063
323,1,1510,16299,17809,29181,0,"EN",0,19954.8113541667,5.78074351579233,0.213907284768212,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.213907284768212
14444,0,1665,16151,17816,29256,0,"FR",1,19954.8130671296,9.57810361290034,8.67507507507507,1,"FR",2,0.000316006448819898,0.184813563812173,2.62515557489365e-05,8.67507507507507
351,0,1320,16478,17798,29280,0,"EN",0,19954.8092824074,5.8636311755981,0.265909090909091,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.265909090909091
1727,0,1819,15997,17816,29282,0,"EN",1,19954.814849537,7.454719949364,0.949422759758109,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.949422759758109
47539,0,1241,16575,17816,29284,0,"EN",0,19954.8081597222,10.7693267409142,38.307010475423,0,"EN",13,0.000907358267796155,0.271753420655402,0.0104741305240413,38.307010475423
35606,0,2441,15375,17816,29295,0,"EN",1,19954.8220486111,10.4802975267246,14.5866448176977,1,"EN",10,6.8926012896829e-05,0.25098938658032,0.00624488318398882,14.5866448176977
423652,1,1739,16077,17816,29298,0,"EN",0,19954.8139236111,12.9566700029187,243.618171362852,0,"EN",17,0.000527344101872496,0.276711785413258,0.0197893309703255,243.618171362852
3155,1,1126,16688,17814,29314,0,"EN",0,19954.8068518519,8.05706068196577,2.80195381882771,0,"EN",1,0,0.215366211314347,0.000488330290391437,2.80195381882771
2092,0,1949,15860,17809,29371,0,"EN",1,19954.8164351852,7.646353722446,1.07337095946639,1,"EN",2,1.97198856539695e-05,0.261197173211026,0.0115032528297986,1.07337095946639
9336,1,1334,16482,17816,29378,0,"EN",1,19954.8092361111,9.14174028048393,6.99850074962519,1,"EN",3,1.82055760933616e-06,0.228168438266558,0.00214696833354083,6.99850074962519
1198,0,633,17182,17815,29384,0,"EN",0,19954.8011342593,7.08924315502751,1.89257503949447,0,"EN",3,6.96232825600958e-06,0.218434442270059,0.000556779446246349,1.89257503949447
5391,1,640,17176,17816,29394,0,"EN",0,19954.8012037037,8.59267165259214,8.4234375,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,8.4234375
18204,0,328,17488,17816,29417,0,"EN",1,19954.7975925926,9.80945156060953,55.5,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,55.5
27916,0,2538,15278,17816,29485,0,"ZH",0,19954.8231712963,10.2369911012464,10.9992119779354,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,10.9992119779354
2633,0,2003,15798,17801,29499,0,"EN",1,19954.8171527778,7.87625888230323,1.31452820768847,1,"EN",10,0.000163414803868921,0.257830546059318,0.010841476199044,1.31452820768847
14847,1,466,17350,17816,29504,0,"EN",1,19954.7991898148,9.60562045502598,31.8605150214592,1,"EN",4,0.000182363206717123,0.210476693317242,0.000252814503993049,31.8605150214592
8451,0,2067,15748,17815,29552,0,"DE",0,19954.8177314815,9.04215837873595,4.08853410740203,0,"DE",13,0.00128917698135308,0.270318705802577,0.0160759232111874,4.08853410740203
2479,0,496,17313,17809,29556,0,"IT",1,19954.7996180556,7.81601383915903,4.99798387096774,1,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,4.99798387096774
42416,1,2500,15294,17794,29621,0,"EN",1,19954.8229861111,10.65530450426,16.9664,1,"EN",21,0.000613709022243121,0.309625520110957,0.097039178207096,16.9664
2613,1,925,16885,17810,29648,0,"EN",0,19954.8045717593,7.86863689418417,2.82486486486486,0,"EN",1,0,0.190894787248598,5.1811158878878e-05,2.82486486486486
5764,0,1955,15861,17816,29655,0,"EN",0,19954.8164236111,8.65956043270316,2.94833759590793,0,"EN",1,0,0.228804526074123,0.00147559723951218,2.94833759590793
2247,1,1919,15896,17815,29672,0,"EN",1,19954.8160185185,7.71779621101358,1.17092235539343,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.17092235539343
9059,0,2517,15297,17814,29679,0,"EN",1,19954.8229513889,9.11162439903702,3.59912594358363,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.59912594358363
1383,1,3114,14700,17814,29694,0,"EN",0,19954.8298611111,7.23273313617761,0.444123314065511,0,"EN",2,6.89245995485802e-06,0.268008067614291,0.019404955766051,0.444123314065511
1862,0,1830,15984,17814,29726,0,"EN",0,19954.815,7.52994337060159,1.01748633879781,0,"EN",2,9.22726435082983e-06,0.263714974247507,0.00787036039943884,1.01748633879781
1604,0,2442,15367,17809,29754,0,"FR",0,19954.8221412037,7.38087903556412,0.656838656838657,0,"FR",4,2.04188326730843e-05,0.23625280447022,0.00300133804056903,0.656838656838657
13020,1,1957,15855,17812,29762,0,"EN",0,19954.8164930556,9.47431871772873,6.65304036791007,0,"EN",2,2.69794958988896e-05,0.286219806143905,0.0319695747737031,6.65304036791007
5194,1,1314,16500,17814,29787,0,"EN",1,19954.8090277778,8.55545190353333,3.95281582952816,1,"EN",2,1.60498393410972e-05,0.226015469971247,0.000576696919248658,3.95281582952816
6803,0,1997,15804,17801,29796,0,"EN",0,19954.8170833333,8.82526595351575,3.40660991487231,0,"EN",1,0,0.235316439684614,0.00371792488260239,3.40660991487231
1609,1,1276,16539,17815,29800,0,"EN",1,19954.8085763889,7.38398945797851,1.26097178683386,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.26097178683386
2471362,0,1624,16192,17816,29814,0,"EN",0,19954.8125925926,14.7202803782688,1521.77463054187,0,"EN",5,0.000163248216888507,0.257628214005447,0.0113486352024669,1521.77463054187
1060,0,1921,15895,17816,29818,0,"EN",1,19954.8160300926,6.96696713861398,0.551795939614784,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.551795939614784
144,0,1023,16793,17816,29827,0,"EN",0,19954.8056365741,4.97673374242057,0.140762463343109,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.140762463343109
5929,1,3446,14369,17815,29855,0,"EN",1,19954.8336921296,8.68777949199177,1.72054556006965,1,"EN",6,0.000149910962107573,0.265597487269785,0.0143604526935872,1.72054556006965
246527,0,2024,15791,17815,29858,0,"EN",1,19954.8172337963,12.4152308562777,121.801877470356,1,"EN",8,0.000369680875481691,0.28762110904968,0.0297388097311254,121.801877470356
27388,0,1177,16639,17816,29864,0,"EN",0,19954.8074189815,10.2178967519156,23.2693288020391,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,23.2693288020391
10746,1,122,17646,17768,29962,0,"EN",1,19954.7957638889,9.28238192484115,88.0819672131148,1,"EN",1,0,0.156990154711674,1.47068861405153e-06,88.0819672131148
3000,1,222,17593,17815,29978,0,"EN",1,19954.7963773148,8.00670084544037,13.5135135135135,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,13.5135135135135
3970,0,1327,16481,17808,29988,0,"EN",1,19954.8092476852,8.28677323113125,2.99171062547099,1,"EN",2,2.08633819604555e-05,0.254619280076646,0.01065903510763,2.99171062547099
737,0,1387,16419,17806,29997,0,"EN",0,19954.8099652778,6.60394382460047,0.531362653208363,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.531362653208363
3972,0,2003,15813,17816,29999,0,"EN",1,19954.8169791667,8.2872767558146,1.98302546180729,1,"EN",5,0.000137456987065651,0.293242959226566,0.0368196615474088,1.98302546180729
4180,1,2273,15543,17816,30004,0,"EN",1,19954.8201041667,8.33830573135656,1.8389793224813,1,"EN",4,2.27203875233937e-06,0.243371707657422,0.00583476568929188,1.8389793224813
588,0,2438,15205,17643,30022,1,"EN",0,19954.8240162037,6.37842618365159,0.241181296144381,0,"EN",1,0,1,1.77020658392169e-17,0.241181296144381
11846,0,1934,15882,17816,30023,0,"DE",1,19954.8161805556,9.37982994995476,6.12512926577042,1,"DE",2,6.77096260162694e-07,0.189933297032399,5.54537966710308e-05,6.12512926577042
18070,0,1558,16257,17815,30060,0,"EN",1,19954.8118402778,9.80206372239816,11.5982028241335,1,"EN",3,1.54949725048259e-05,0.265143237208418,0.00827009427469005,11.5982028241335
1046,1,1027,16787,17814,30062,0,"EN",0,19954.8057060185,6.95368421087054,1.01850048685492,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.01850048685492
23803,1,1641,16175,17816,30072,0,"DE",0,19954.8127893519,10.0776089127647,14.5051797684339,0,"DE",10,0.000756141765675465,0.290419940677525,0.0348934515105355,14.5051797684339
6919,1,460,17356,17816,30096,0,"EN",1,19954.7991203704,8.84217104861172,15.0413043478261,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,15.0413043478261
171079,1,1288,16527,17815,30130,0,"EN",1,19954.8087152778,12.0498865623408,132.825310559006,1,"EN",19,0.000735179415644053,0.287917870408584,0.0341343363920234,132.825310559006
1167,0,1985,15807,17792,30150,0,"EN",0,19954.8170486111,7.06304816338817,0.587909319899244,0,"EN",3,3.7837005565064e-05,0.266396181384248,0.0103621461816789,0.587909319899244
148,0,1516,16298,17814,30151,0,"EN",0,19954.8113657407,5.00394630594546,0.0976253298153034,0,"EN",2,9.26735186513859e-06,0.234890572390572,0.00146422772920155,0.0976253298153034
1167,0,1578,16235,17813,30171,0,"RU",0,19954.8120949074,7.06304816338817,0.739543726235741,0,"RU",3,0.000168699581233823,0.191097414826228,5.79480612472086e-05,0.739543726235741
953,0,1622,16194,17816,30175,0,"EN",0,19954.8125694444,6.86066367144829,0.587546239210851,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.587546239210851
20549,0,1514,16302,17816,30206,0,"PT",1,19954.8113194444,9.93061621992438,13.5726552179657,1,"OTHER",1,0,0.198838534986461,0.000122033677393379,13.5726552179657
29637,1,378,17438,17816,30210,0,"EN",1,19954.7981712963,10.2968126007501,78.4047619047619,1,"EN",10,3.86404226971277e-05,0.26342867931653,0.0132355803287499,78.4047619047619
44607,0,1891,15925,17816,30233,0,"EN",1,19954.8156828704,10.7056684941202,23.5891062929667,1,"EN",1,0,0.230944301911777,0.00150524495160969,23.5891062929667
4400,0,2130,15684,17814,30247,0,"TH",1,19954.8184722222,8.38958706681109,2.06572769953052,1,"OTHER",2,2.89958152257049e-06,0.203574685391209,0.000125688174784066,2.06572769953052
4344,1,1155,16660,17815,30259,0,"EN",1,19954.8071759259,8.37678103769949,3.76103896103896,1,"EN",9,0.000347450355799918,0.251577713667508,0.00408643897044528,3.76103896103896
8304212,1,2733,15083,17816,30268,0,"EN",0,19954.8254282407,15.9322735343479,3038.49688986462,0,"EN",138,0.0120029511359092,0.329418014402078,0.173572837552688,3038.49688986462
5978,0,731,17084,17815,30272,0,"EN",1,19954.8022685185,8.6960086088809,8.17783857729138,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,8.17783857729138
4656,0,1033,16783,17816,30273,0,"EN",0,19954.8057523148,8.44612674298238,4.50726040658277,0,"EN",3,8.86092436826382e-06,0.214901809780516,0.000553590405613014,4.50726040658277
19837,0,1503,16313,17816,30275,0,"ZH",1,19954.8111921296,9.89535456930594,13.1982701264138,1,"OTHER",1,0,1,1.79484794729416e-17,13.1982701264138
2515,0,306,17510,17816,30277,0,"EN",1,19954.797337963,7.83042561782033,8.21895424836601,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,8.21895424836601
4593,0,1958,15852,17810,30289,0,"EN",1,19954.8165277778,8.43250638324904,2.34576098059244,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.34576098059244
587,0,201,17612,17813,30312,0,"EN",0,19954.7961574074,6.37672694789863,2.92039800995025,0,"EN",1,0,0.219344442697689,0.000586878965449486,2.92039800995025
5945,0,1114,16702,17816,30342,0,"DE",0,19954.8066898148,8.69047400355804,5.33662477558348,0,"DE",0,0,0.242736604036186,1.73380508558426e-17,5.33662477558348
142555,0,676,17140,17816,30346,0,"EN",0,19954.8016203704,11.8674901839496,210.880177514793,0,"EN",9,0.00146829000538769,0.259895687808513,0.0055975090820812,210.880177514793
1230,0,917,16889,17806,30356,0,"EN",0,19954.804525463,7.11558212618445,1.34133042529989,0,"EN",3,3.57082675193124e-05,0.293181340617777,0.0373323752444428,1.34133042529989
27965,0,676,17140,17816,30360,0,"EN",1,19954.8016203704,10.2387447656008,41.3683431952663,1,"EN",3,2.15089326033568e-06,0.236072924157185,0.00250193555225337,41.3683431952663
6613,0,2213,15465,17678,30385,1,"EN",0,19954.8210069444,8.79694389354174,2.98825124265703,0,"EN",1,0,0.242430824030233,0.00405579474913152,2.98825124265703
515,1,2310,15500,17810,30400,0,"EN",0,19954.8206018519,6.24610676548156,0.222943722943723,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.222943722943723
4285,1,1817,15966,17783,30402,0,"EN",0,19954.8152083333,8.36310917603352,2.35828288387452,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.35828288387452
15408,1,646,17170,17816,30449,0,"EN",1,19954.8012731481,9.64270703328185,23.8513931888545,1,"EN",2,8.35871716891764e-06,0.219854244632657,0.000422644756669884,23.8513931888545
1900,1,981,16825,17806,30460,0,"EN",0,19954.8052662037,7.55013534248843,1.93679918450561,0,"EN",1,0,0.20524418946749,0.000299836381044686,1.93679918450561
4807,0,2181,15634,17815,30483,0,"ES",1,19954.8190509259,8.47803647621504,2.20403484640073,1,"ES",4,0.000205048426319446,0.236023006005244,0.00251185594761359,2.20403484640073
840,1,1571,16245,17816,30490,0,"EN",1,19954.8119791667,6.73459165997295,0.534691279439847,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.534691279439847
10475,1,1860,15956,17816,30517,0,"EN",1,19954.8153240741,9.2568422056276,5.63172043010753,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,5.63172043010753
2905,0,260,17555,17815,30523,0,"RU",0,19954.7968171296,7.97453284413023,11.1730769230769,0,"RU",0,0,0.242736604036186,1.73380508558426e-17,11.1730769230769
5577,1,787,17027,17814,30559,0,"EN",1,19954.8029282407,8.62658556818743,7.0864040660737,1,"EN",2,0,0.274723111001723,0.0178148410921696,7.0864040660737
15116,0,2032,15784,17816,30569,0,"EN",0,19954.8173148148,9.62357521734871,7.43897637795276,0,"EN",2,2.37424946379536e-06,0.22211167270267,0.00103243562717829,7.43897637795276
7112,0,1650,16074,17724,30581,1,"EN",1,19954.8139583333,8.86967937473351,4.31030303030303,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,4.31030303030303
4706,0,1464,16348,17812,30594,0,"EN",1,19954.810787037,8.45680604140114,3.21448087431694,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.21448087431694
6830,0,866,16950,17816,30609,0,"DE",1,19954.8038194444,8.82922635473185,7.88683602771363,1,"DE",2,7.22550177411922e-06,0.203374389621748,0.000138949825613957,7.88683602771363
4870,0,1289,16526,17815,30624,0,"EN",1,19954.8087268519,8.49105453380654,3.77812257564003,1,"EN",3,4.4326626517637e-05,0.255248113423279,0.0108543119410574,3.77812257564003
15806,1,1508,16232,17740,30628,0,"EN",0,19954.8121296296,9.66820815887739,10.4814323607427,0,"EN",8,3.02694335458482e-05,0.267738066682658,0.0204011808957083,10.4814323607427
40,0,809,16778,17587,30654,1,"EN",0,19954.8058101852,3.71357206670431,0.0494437577255871,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.0494437577255871
2614,1,570,17245,17815,30675,0,"EN",1,19954.8004050926,7.86901937649902,4.5859649122807,1,"EN",1,0,0.22761939720217,0.00143872750938928,4.5859649122807
13809,1,2078,15725,17803,30701,0,"EN",0,19954.8179976852,9.53314824640334,6.64533205004812,0,"EN",12,0.000220883665538618,0.25467737519394,0.00911731732555833,6.64533205004812
73215,0,1655,16153,17808,30729,0,"EN",1,19954.8130439815,11.2011692552994,44.238670694864,1,"EN",4,0.000161129835624865,0.23993981083405,0.00244370606887015,44.238670694864
2218,0,2175,15608,17783,30741,0,"EN",0,19954.8193518519,7.70481192293259,1.01977011494253,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.01977011494253
41708,1,2193,15623,17816,30781,0,"ZH",1,19954.8191782407,10.6384722118377,19.0186958504332,1,"OTHER",6,0.000352169994949622,0.208979255597993,0.000323052378233746,19.0186958504332
3240,0,1117,16697,17814,30818,0,"ES",1,19954.8067476852,8.08363720314155,2.9006266786034,1,"ES",0,0,0.242736604036186,1.73380508558426e-17,2.9006266786034
7899,0,2292,15519,17811,30828,0,"EN",1,19954.8203819444,8.97461803845511,3.44633507853403,1,"EN",8,0.000434553656599486,0.277979777855257,0.0189781423013007,3.44633507853403
6274,0,1759,16057,17816,30839,0,"FR",0,19954.8141550926,8.74432876399998,3.5667993177942,0,"FR",0,0,0.242736604036186,1.73380508558426e-17,3.5667993177942
930,0,582,17229,17811,30846,0,"EN",0,19954.8005902778,6.83625927727707,1.5979381443299,0,"EN",1,0,0.254352383556649,0.0106044338516232,1.5979381443299
35462,0,2039,15737,17776,30879,0,"EN",0,19954.8178587963,10.4762451784185,17.3918587542913,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,17.3918587542913
2130,1,1444,16372,17816,30884,0,"EN",0,19954.8105092593,7.66434663209862,1.47506925207756,0,"EN",12,0.000473535440634135,0.302182034760951,0.044670974424808,1.47506925207756
76,0,1791,16024,17815,30888,0,"EN",0,19954.814537037,4.34380542185368,0.0424343941931882,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.0424343941931882
1540,1,1896,15900,17796,30895,0,"EN",0,19954.8159722222,7.34018683532012,0.812236286919831,0,"EN",2,3.62489293790742e-06,0.259714272418447,0.00726205502047233,0.812236286919831
94343,0,1203,16613,17816,30897,0,"ES",1,19954.8077199074,11.4547029557698,78.4231088944306,1,"ES",2,0.000158031545475446,0.177801140526936,1.8838811204352e-05,78.4231088944306
1431,0,1272,16544,17816,30921,0,"EN",1,19954.8085185185,7.26682734752059,1.125,1,"EN",1,0,0.189913907510124,8.59388681487124e-05,1.125
486,1,1459,16355,17814,30947,0,"EN",0,19954.8107060185,6.18826412308259,0.333104866346813,0,"EN",6,0.0002358600120585,0.310003888240849,0.0746595405262444,0.333104866346813
737,0,1721,16092,17813,30953,0,"EN",0,19954.81375,6.60394382460047,0.428239395700174,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.428239395700174
3279,0,1253,16555,17808,30998,0,"FR",0,19954.8083912037,8.09559870137819,2.61691939345571,0,"FR",0,0,0.242736604036186,1.73380508558426e-17,2.61691939345571
479,0,1652,16053,17705,30999,1,"EN",0,19954.8142013889,6.17378610390194,0.289951573849879,0,"EN",1,0,0.242430824030233,0.00405579474913151,0.289951573849879
18898,0,989,16824,17813,31007,0,"RU",1,19954.8052777778,9.84686428959504,19.108190091001,1,"RU",1,0,0.181195415733255,2.23370359472063e-05,19.108190091001
22221,1,2431,15382,17813,31024,0,"EN",1,19954.8219675926,10.008838068144,9.1406828465652,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,9.1406828465652
429,0,2267,15536,17803,31039,0,"EN",0,19954.8201851852,6.06378520868761,0.189236876929863,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.189236876929863
17891,0,322,17494,17816,31046,0,"KO",1,19954.7975231481,9.79210896455274,55.5621118012422,1,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,55.5621118012422
2349,1,2508,15302,17810,31060,0,"EN",1,19954.8228935185,7.7621706071382,0.936602870813397,1,"EN",10,0.000203352991256998,0.256338416314532,0.0117734988236468,0.936602870813397
3581,1,299,17517,17816,31073,0,"EN",1,19954.7972569444,8.18367658262066,11.9765886287625,1,"EN",2,4.61430442190187e-06,0.22211167270267,0.000809655483054064,11.9765886287625
2942,1,562,17252,17814,31084,0,"EN",1,19954.8003240741,7.98718474823347,5.23487544483986,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,5.23487544483986
19263,1,1756,16052,17808,31104,0,"EN",1,19954.814212963,9.86599334810855,10.9698177676538,1,"EN",4,1.47416674758219e-05,0.259944108057755,0.0129888860151271,10.9698177676538
3003,0,202,17614,17816,31141,0,"EN",1,19954.7961342593,8.00770001288403,14.8663366336634,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,14.8663366336634
2711,0,516,17300,17816,31147,0,"JA",0,19954.7997685185,7.90544164906029,5.25387596899225,0,"OTHER",1,0,0.193034034311013,6.97509055007668e-05,5.25387596899225
41786,1,707,17109,17816,31179,0,"EN",1,19954.8019791667,10.6403405653561,59.1032531824611,1,"EN",7,0.000373914664084225,0.240632949596861,0.00249056017628471,59.1032531824611
2132,0,1107,16661,17768,31186,0,"ES",0,19954.8071643519,7.66528471847135,1.92592592592593,0,"ES",1,0,0.227331975560081,0.00137485797439002,1.92592592592593
1400,0,2509,15284,17793,31190,0,"EN",0,19954.8231018519,7.24494154633701,0.557991231566361,0,"EN",4,5.597250673931e-05,0.264728204155203,0.0136617665967208,0.557991231566361
22741,0,1996,15820,17816,31243,0,"EN",1,19954.8168981481,10.0319687141847,11.3932865731463,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,11.3932865731463
1171,1,1576,16240,17816,31249,0,"EN",0,19954.812037037,7.06646697013696,0.743020304568528,0,"EN",1,0,0.22782381516104,0.001495640881086,0.743020304568528
116863,1,1449,16367,17816,31250,0,"EN",1,19954.8105671296,11.6687661445146,80.6507936507936,1,"EN",2,3.36344790077422e-07,0.219568809505075,0.000939526956517635,80.6507936507936
4886,1,1283,16533,17816,31271,0,"EN",1,19954.8086458333,8.49433389727015,3.80826188620421,1,"EN",1,0,0.666666666666667,1.74986340189104e-17,3.80826188620421
1822,0,459,17355,17814,31281,0,"EN",1,19954.7991319444,7.50823877467866,3.96949891067538,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.96949891067538
1150,1,1645,16121,17766,31285,0,"EN",1,19954.8134143519,7.04838640872188,0.699088145896657,1,"EN",1,0,0.245113970749704,0.00365633359995304,0.699088145896657
3944,0,769,17047,17816,31292,0,"PT",0,19954.8026967593,8.28020423327997,5.12873862158648,0,"OTHER",1,0,0.228654539495247,0.000872387979621794,5.12873862158648
12467,1,2767,15048,17815,31346,0,"EN",1,19954.8258333333,9.43092064088723,4.50560173473076,1,"EN",2,2.21644989281057e-06,0.210850428803506,0.000256767727717749,4.50560173473076
4001,1,1701,16115,17816,31387,0,"EN",1,19954.8134837963,8.29454951514368,2.35214579659024,1,"EN",8,0.000271219342283878,0.271885808934574,0.0128173024962683,2.35214579659024
5603,1,3202,14612,17814,31409,0,"EN",0,19954.8308796296,8.6312359074569,1.74984384759525,0,"EN",4,5.9451497589809e-05,0.293196742842133,0.0537778526347155,1.74984384759525
